place_id,city,title,rating,reviews,description,tips,address,timings,ticket_price,avg_ticket_price
292,alexandria,Bibliotheca Alexandrina,4.0,1336.0,"Housed in one of the best looking cylindrical building in the world, the Bibliotheca Alexandrina is truly a sight for sore eyes. It’s not all beauty without brains; the library has a huge collection of books and manuscripts and hosts incredible exhibitions that showcase Egyptian culture and heritage. You will fall in love with the view that the building enjoys, just for that have a coffee at the cafeteria.
Take plenty of time out to devour everything that this amazing place has to offer; whether it’s the beauty and intricacy of the carvings on the wall or the informative museums.","Visitors are not allowed to bring food, eat, sleep, or smoke in the Library.
All public areas are wheelchair-accessible. The Reading Area is equipped with elevators and ramps in each level in order to facilitate movement for the disabled. Wheel chairs are available at the Visits Reception Desk.","Street Al-Corniche, Shatby, Alexandria, Egypt",10:00 am - 04:00 pm,70.0,70.0
293,alexandria,Montazah Palace Gardens,,,"A refuge with lush greenery wherever you look, the Montazah palace gardens are great for a leisurely stroll or a picnic. Unfortunately, the palace is out of bounds for visitors but no one can stop you from gazing at the magnanimous structure.
Not just the gardens but also the vista surrounding them is breath taking. You can use the semi private beach for a small fee.",Read the beach rules and regulations carefully before accessing the beach.,"Al Mandarah Bahri, Qism El-Montaza, Alexandria Governorate, Egypt",08:00 am - 11:59 pm,8.0,8.0
294,alexandria,Fort Qaitbey,4.0,1083.0,"Have a sneak-peek into Egyptian history and architecture beyond the mighty pyramids when you visit the Citadel of Qaitbay. It is a 215th century defensive fortress that is built on the coast of the Mediterranean Sea in Alexandria. It was built on the location of the Lighthouse of Alexandria, that was considered to be one of the seven wonders of the Ancient World, which was destroyed by an earthquake in the 14th century. In 1952, the Citadel was converted into a Maritime Museum. It is open for visitors daily until 4 p.m. Don’t miss visiting the adjoining aquarium that has exhibits of fossilized marine animals and fish.
The tour guides around the fort can be quite a menace in their persistence to get you to hire them. If you prefer a guide, look for one with credentials and language skills.","The tour guides around the fort can be quite a menace in their persistence to get you to hire them. If you prefer a guide, look for one with credentials and language skills.","Alexandria, Egypt",09:00 am - 04:00 pm,15.0,15.0
295,alexandria,Roman Amphitheatre And Kom El Dikka,4.0,1211.0,"With 13 tiers, all made of marble, even the ruins of the Roman amphitheatre look impressive. They take the visitor through the Roman stories that are inter-sewn with Alexandria’s history. A short walk around the ruins will take you back hundreds of years into the mesmerizing mix of cultures that are an integral part of Egyptian history.
While you’re there, try the acoustics from the centre of the amphitheatre.","Villa of Birds admission fee for Adults EG£ 15, Children EG£ 8.","Alexandria, Qesm Al Attarin, Alexandria, Egypt",09:00 am - 05:00 pm,,20.0
296,alexandria,Pompey's Pillar And Temple Of Serapeum,,,"Rising out of the ruins of the Temple of Serapeum, this 100 feet tall column is an important albeit a bit disappointing Egyptian sight. Even though there is not much to see or do here, this granite column is bound to catch your attention. The sphinxes surrounding the column add a mystic aura to the sight. You can pair it with the Catacombs of Kom ash Suqqafa which is in the vicinity. Pay a small fee to check out the underground tombs while you’re here.
It’s best to take a taxi to Pompey’s Pillar.",It’s best to take a taxi to Pompey’s Pillar.,"Corner of Amoud El Sawary and El Shenity Abou Mandour, Karmouz, Alexandria, 21566, Egypt",09:00 am - 04:30 pm,20.0,20.0
297,alexandria,Alexandria National Museum,,,No description,No tips,No address,No timings,,20.0
298,alexandria,Brazilian Coffee Stores,,,"The Brazilian coffee store has become a sort of a tradition for people in Alexandria. If you ask them where you can get the best coffee in town, eyes closed, without a doubt they would recommend this place to you.
Sit and enjoy a cuppa at this cafe that has seen thousands of people and decades of years. While you do that, admire the stunningly painted mirrors and the irony of the Brazilian Flag in Egypt.","Try the Turkish coffee here.
Free WIFI.","Al Mesallah Sharq, Qesm Al Attarin, Alexandria, Egypt",08:00 am - 11:00 pm,,20.0
299,alexandria,El-mursi Abul Abbas Mosque,,,No description,No tips,No address,No timings,,20.0
300,alexandria,Royal Jewelry Museum,4.0,435.0,"When you reach the Royal Jewellery museum, the first thing that greets you is this majestic mansion that looks stately and royal in itself. Inside, you almost feel like you are walking through the personal closet of princes and princesses; you experience bling like you never thought could exist ; diamonds, rubies, rare stones all intricately set to make stunning, one-of-a-kind jewellery.  Don’t miss this one if you are keen to learn about royal pursuits!
Wheelchair accessible.
No flash photography allowed.","Wheelchair accessible.
No flash photography allowed.","San Stifano, Qesm AR Ramel, Alexandria, Egypt",09:00 am - 04:00 pm,20.0,20.0
301,alexandria,Grand Trianon,,,"The most famous location that speaks of Alexandria’s cosmopolitan past is the Grand Trianon (Meadan Saad Zaghlul), an Art Nouveau masterpiece that houses a popular cafe, patisserie and restaurant. Since the day it opened in the 1920s, this is where Europeans conducted business deals, gossiped and dined. Today these expats have been replaced by upwardly mobile Egyptians who continue the traditions.
Book in advance if dining at the restaurant.",Book in advance if dining at the restaurant.,"Alexandria, Egypt",24-hrs,,20.0
302,alexandria,Anfushi Tombs,,,No description,No tips,No address,No timings,,20.0
303,alexandria,Maamoura Beach,,,No description,No tips,No address,No timings,,20.0
304,alexandria,Cavafy Museum,4.0,483.0,"The Cavafy Museum is dedicated to the Greek poet Konstantin Cavafy. It offers the visitors a peek into the great poet’s life and times. Cavafy lived at the house for 25 years before he died in 1933.
The museum’s bindery is worth a look where the poet made his own brochures and leaflets. And there is one last curiosity: a cast of Cavafy's death mask, serene but disfigured, lying cushioned on a purple pillow.",Note that the museum is on a 2nd-floor walk-up and there are no elevators.,Alexandria Egypt,10:00 am - 03:00 pm,20.0,20.0
305,alexandria,Stanley Bridge,,,No description,No tips,No address,No timings,,20.0
306,alexandria,Graeco Roman Museum,3.0,501.0,"Home to some 40,000 pieces of art and history, this museum will not disappoint connoisseurs of Egyptian culture. Look out for the Apis bull from the Pompley temple and the fantastic mosaics on display. With 27 exhibits that showcase Hellenic statues, busts of Roman emperors, sarcophagi, mummies, Tangara figurines and early Christian artefacts, the museum captures over 2000 years of Graeco-Roman history in Egypt.
Students EG£8
Camera EG£10
Video Camera EG£100","Students EG£8
Camera EG£10
Video Camera EG£100","Al Mesallah Sharq, Qesm Al Attarin, Alexandria, Egypt",09:00 am - 05:00 pm,16.0,16.0
307,alexandria,Mahmoud Said Museum,4.0,547.0,"A short visit to the Mahmoud Said Museum in Alexandria will transport you to the 40’s and 50’s, the Egyptian 20th century golden era and a time when, after retiring from his judge duties, Mahmoud Said started to paint Egypt as he saw it, mixing some echoes from the past with modern techniques such as cubism and social realism. Housed in the artist’s beautiful Italian-style villa, the museum has on display about 40 of Said’s paintings.
Student EG£10",Student EG£10,"6 Mohamed Pasha Said St.، GANAKLIS, Aleaxandria, Egypt, Alexandria",10:00 am - 06:00 pm,20.0,20.0
